TweetsID,TweetsText,User_Location,Date,Baseline_Terms,Prediction,Positive,Negative
740268000000000000,one indirect fatality has been associated to hurricane zeta in maplesville chilton co death was a result of a house fire starting from a candle after a power outage alwx zeta tropics URL ,"Birmingham, AL",02/11/2020 22:20,"['fatality', 'hurricane', 'death', 'house', 'fire', 'power']",1,2,-3
1309250000000000000,day 4 no power zetahurricane zeta sorry to everyone thats trying to get in touch i have limited wifi access and no power to charge my phone please be patient anyone that wants to help cashapp mssimmons18 my little town got hit pretty bad URL ,LOCATION,02/11/2020 22:17,"['power', 'get', 'power', 'please', 'want', 'help', 'town', 'hit']",1,3,-2
1156010000000000000,for mutuals in louisiana you can apply for additional food stamps in parishes affected by hurricane zeta ,"Louisiana, USA",02/11/2020 22:03,"['affected', 'hurricane']",1,2,-1
962079000000000000,heard little while ago we are under a new threat n the gulf coast hopefully this is the last of it strength and prayers to all who are near the coast line be prepared and evacuate i heard someone was electrocuted and drown from zeta hurricaneeta ,Shreveport / Dallas / NYC ,02/11/2020 22:01,"['threat', 'coast', 'prayer', 'coast', 'someone']",1,2,-3
964193000000000000,all polling places will have power during electionday tomorrow except for two in golden meadow near cut off were so glad to see that no one will have to worry about finding a new location at the last minute because of power outages from zeta URL ,"Louisiana, USA",02/11/2020 21:56,"['power', 'power']",1,2,-4
1204750000000000000,amendment three would allow for a rainy day fund to be tapped for helping with expenses during a federally declared disaster such as hurricanes laura delta and zeta or covid19 we recommend voting yes to ensure funds can be accessed during disasters URL ,"Ruston, LA",02/11/2020 21:54,"['fund', 'disaster', 'hurricane', 'fund', 'disaster']",1,2,-2
16878156,in the aftermath of hurricane zeta we use aerial and satellite imagery to target our response efforts these images help identify potential pollution releases and marine debris including hazards to navigation more how noaa detects pollution from above URL URL ,LOCATION,02/11/2020 21:43,"['aftermath', 'hurricane', 'response', 'effort', 'image', 'help', 'release']",1,1,-2
215174422,my neighborhood power has been restored thank you user_mention user_mention day6 hurricanezeta happydance grateful zeta URL ,"New Orleans, LA",02/11/2020 21:36,['power'],1,2,-1
782980000000000000,storm debris URL phase 1 6 bags of leaves amp 6 bundles of branches on regular 2nd collection day phase 3 starting friday emergency debris contractors will begin collecting larger zeta debris user_mention user_mention URL ,New Orleans,02/11/2020 21:27,"['storm', 'emergency']",1,2,-2
55677432,im in kenner today surveying hurricane zeta damage 2020 has been a tough year but we will rebuild stronger than ever lasen URL ,"Baton Rouge, LA",02/11/2020 21:19,"['hurricane', 'damage', 'year', 'rebuild']",1,1,-2
345772591,it will be a very long time before we see another impressive set of greek storms me think eta delta zeta epsilon ,"Raleigh, NC",02/11/2020 21:19,"['time', 'another', 'storm']",1,2,-1
1244620000000000000,user_mention dios mio dios los cuide y proteja con su manto esta terrible un cat 4 es la cosa mas horrorosa esperemos no suba a 5 se ve que va con todo asi como nos toco zeta ,LOCATION,02/11/2020 21:14,['terrible'],1,2,-4
809131000000000000,such an incredible experience still trying to get back on our feet not my first hurricane but i hope its the last zeta URL ,"New Orleans, LA",02/11/2020 21:07,"['get', 'first', 'hurricane']",1,3,-1
50058950,all delgado locations will reopen tuesday nov 3 and all activities will take place on a normal schedule electricity and internet service outages are still widespread throughout the nola metro area please be patient and considerate as the college reopens zeta delgadocares ,"New Orleans, LA",02/11/2020 20:49,"['service', 'area', 'please']",1,2,-1
97703164,user_mention zeta affected been without internet service for 6 days power restored 4 days ago no spectrum technicians in the area since the storm passed customer service has no clue if anyone is working on it,LOCATION,02/11/2020 20:49,"['affected', 'service', 'power', 'area', 'storm', 'service']",1,1,-2
15638479,nwsbirmingham new webpage highlighting hurricane zetas impact across central alabama gt URL we plan to add additional data over the coming days alwx ,"Tuscaloosa County, Alabama",02/11/2020 20:46,"['hurricane', 'coming']",1,1,-1
962958000000000000,even though the rain totals were modest compared to sally the winds from zeta certainly packed a punch alwx flwx mswx URL ,"Mobile, AL",02/11/2020 20:46,"['even', 'rain']",1,2,-2
150000045, storm zeta sweden URL ,"├ûrnsk├Âldsvik, Sverige",02/11/2020 20:38,['storm'],1,2,-2
796437000000000000, zeta response day 5 we continue to respond to tree removal emergencies along the storms path contact us today to learn more about how we can assist you URL URL ,United States,02/11/2020 20:30,"['response', 'emergency', 'storm', 'path', 'assist']",1,2,-2
590052098,new webpage highlighting hurricane zetas impact across central alabama gt URL we plan to add additional data over the coming days alwx ,"Birmingham, Alabama",02/11/2020 20:06,"['hurricane', 'coming']",1,1,-1
276747019,user_mention user_mention are yall of any help to the linemen sent to the ms gulf coast to work zeta damage who are missing voting in person they were sent abruptly and no time to acquire an absentee ballot they want to vote we need them to vote help mswx vote ,"Collinsville, ms",02/11/2020 20:06,"['help', 'coast', 'damage', 'missing', 'time', 'want', 'need', 'help']",1,1,-2
1074740000000000000,us morning update f bud cmcsa gild v mmc khc zeta f bud cmcsa gild v mmc khc URL ,LOCATION,02/11/2020 19:15,['morning'],1,2,-1
1605912138,following a direct hit by hurricane zeta to nola on wednesday tulanes campuses are back up and running URL ,"New Orleans, LA",02/11/2020 19:02,"['following', 'hit', 'hurricane', 'running']",1,1,-1
1194840000000000000,strongest atlantic hurricanes 2020 1 laura 150mph cat 4 2 delta 145mph cat 4 3 teddy 140mph cat 4 4 eta 120mph cat 3 5 epsilon 115mph cat 3 6 zeta 110mph cat 2 still active 4 of the 6 strongest storms are greek wxtwitter ,Cape Verde ,02/11/2020 18:53,"['hurricane', 'storm']",1,2,-1
2975866169,there are still so many linemen out making repairs to power lines and transformers all over the city still today and im sure they will be out here most of the week big thanks to these folks user_mention zeta ,In front of various screens,02/11/2020 18:51,"['power', 'city']",1,2,-1
47986971,our october mpemultisensor precipitation estimates map can be found here the delta amp zeta rains can be spotted and some 20 inch totals down in se florida show up in white URL URL ,"Chapel Hill, NC",02/11/2020 18:50,"['found', 'rain']",1,1,-1
3009967476,user_mention user_mention user_mention user_mention wow how do we get on user_mention good side just kidding user_mention has treated us kindly many times so i wont ask for more enjoy the welldeserved deliciousness for a job nicely done in zeta ,Location: wherever I choose.,02/11/2020 18:36,"['get', 'time']",1,3,-1
475274420,roofers repairing damage from zeta ,Mississipppi Gulf Coast,02/11/2020 18:25,['damage'],1,1,-1
901486000000000000,great news for all ebt beneficiaries that were affected by hurricane zeta hurricanerelief zeta ebt buenas noticias para todos los beneficiarios de el programa ebt que fueron afectados por el huracan zeta recuperaciondehuracan zeta ebt URL ,Louisiana,02/11/2020 18:05,"['news', 'affected', 'hurricane']",1,3,-1
1583474016,ume├Ñ in northern sweden floods water today zeta URL ,Living in Sweden,02/11/2020 18:05,"['flood', 'water']",1,1,-1
807692000000000000,if only i could add in the email to my teachers telling them we just got wifi 2 days after getting power from zeta that dude the civil war is tom and it makes me kinda uneasy i might need another day before my millions of google hw,"LA, USA",02/11/2020 18:01,"['power', 'make', 'need', 'another', 'million']",1,2,-3
40886060,a huge shoutout to user_mention for helping us restore power in lucedale following zeta their crews travelled all the way from illinois we are so grateful for their help URL ,"Gulfport, MS",02/11/2020 17:55,"['huge', 'power', 'following', 'help']",1,2,-1
39120907,its been awesome to have user_mention on the coast as a hurricane resource and a kind new friend this past week he didnt have to leave the hurricanehouse in bsl for zeta user_mention has that story gtgt URL ,"MOBILE, AL    BILOXI, MS",02/11/2020 17:42,"['coast', 'hurricane', 'leave']",1,3,-1
70215806,tomorrow is our last mobile pantry and next tuesday the first day of our permanent levee pantry in partnership with user_mention and user_mention get post zeta groceries at 5523 st claude tomorrow 930am stay tuned for levee pantry details foodsecurity nola URL ,Lower Ninth Ward - New Orleans,02/11/2020 17:28,"['first', 'get', 'stay']",1,1,-1
971062000000000000,more than 200 intren crew members including our support teams continue to restore power after hurricane zeta barreled into louisiana and into mississippi alabama georgia and the carolinas leaving two million without electricity thank you for outperformingeveryday zeta URL ,"Union, IL",02/11/2020 17:26,"['power', 'hurricane', 'million']",1,2,-1
1337149196,slowly but steadily recovering from zeta just in time for a cold snap URL ,"Birmingham, AL",02/11/2020 17:26,['time'],1,1,-2
2826418310,over the weekend our team established a temporary location in gulfport ms to process claims for our clients impacted by hurricane zeta thanks to all of our teammates that helped make this possible bxs insurance is right where you are URL ,LOCATION,02/11/2020 17:12,"['claim', 'impacted', 'hurricane', 'make']",1,2,-1
2813034972,if anybody knows anyone who runs a bbq smokehouse amp likes to use pecan wood for the smoker lmk i know a guy zeta ,LOCATION,02/11/2020 17:07,['run'],1,3,-1
2518928918,an unsettling sight to see hurricane zeta undergoing rapid intensification in the western caribbean while making a beeline for nicaragua and honduras on tap to become a category 4 before landfall tomorrow morning user_mention user_mention URL ,"Columbus, GA",02/11/2020 17:00,"['hurricane', 'category', 'landfall', 'morning']",1,1,-2
552879079,the louisiana office of state fire marshal will be assisting us in conducting hurricane zeta preliminary damage assessments throughout plaquemines parish starting this morning these firemen will be going door to door in each neighborhood documenting damage to homes businesses URL ,"Belle  Chasse , LA",02/11/2020 16:27,"['office', 'fire', 'hurricane', 'damage', 'morning', 'damage', 'home']",1,1,-1
1050460000000000000, all hands on deck a widespread disaster like zeta takes a community response west al board chair paul thurber and his sons put on the vest and quickly delivered much needed blankets and meals see what it means to be a red crosser at URL URL ,"Birmingham, AL",02/11/2020 16:22,"['disaster', 'community', 'response']",1,2,-2
784408000000000000,over 520k electric customers are without power across the eastern usa along with another 100k out across canada new outages from a winter storm moving through new england and canada and customers still out from the oklahoma ice storm and zeta URL URL ,United States,02/11/2020 16:17,"['power', 'eastern', 'another', 'storm', 'storm']",1,2,-2
750050767,user_mention we hope you and your family are staying safe we are here to support those impacted by hurricane zeta for more details you can visit URL if you need additional help please send us a dm at user_mention,LOCATION,02/11/2020 16:03,"['family', 'safe', 'impacted', 'hurricane', 'need', 'help', 'please', 'send']",1,3,-1
1115380970, usineworleans a food distribution event to support the resilient families after the affects of zeta and the ongoing pandemic we stand with you nola familiesatthecenter stableandthriving usi sharethegood URL ,"Headquarters: St Louis, MO",02/11/2020 16:01,"['event', 'family']",1,2,-2
1887279936,the idea that greek names storms cant be retired will surely be tested with delta zeta and eta ,"Maple Grove, MN",02/11/2020 15:51,"['name', 'storm']",1,2,-1
139795202,over the weekend volunteers christine amp tom beckhart from nashville handed out 600 meals in biloxi to ppl still dealing with the impact of zeta thank you to the dedicated volunteers who put on the red vest everyday learn more URL URL ,State of Mississippi,02/11/2020 15:47,"['volunteer', 'dealing', 'volunteer']",1,2,-1
232041154,mema now reporting 2 deaths both in harrison county from hurricane zeta 77 injuries reported statewide from the storm as well mswx user_mention user_mention,"Jackson, MS",02/11/2020 15:41,"['death', 'hurricane', 'injury', 'reported', 'storm']",1,1,-3
874169000000000000,homeground base zeta mps have some cockeyed directive from base co to kill and or maim the grunts on homeground base zeta mps re they paid too much no life outside of the killing 2020 ad you have lots of climbing up out of the slime to do,"Mount Shasta, CA",02/11/2020 15:40,"['kill', 'life']",1,2,-2
23156701,enjoying morning coffee and celebrating that after 5 days of no power entergy is finally on our street zeta thereishope URL ,Destin-New Orleans,02/11/2020 15:28,"['morning', 'power']",1,3,-1
1588988329,the captain of the port cotp has returned the port of gulfport to status normal draft restrictions have been increased to 30ft91m at this time cargo handling operations are still permitted from sunrise to sunset only zeta hurricanezeta URL ,"Gulfport, MS",02/11/2020 15:17,['time'],1,1,-2
19736984,over the weekend we continued to help people impacted by flooding or wind damage from zeta as of sunday night weve assisted 140 people with the help of 70 red crossers responding virtually and in person URL ,LOCATION,02/11/2020 15:15,"['help', 'people', 'impacted', 'flooding', 'damage', 'people', 'help']",1,1,-1
1293910000000000000,user_mention user_mention if you watched zeta and its performances in cooler waters that you cannot count on cooler waters to prevent from ri no need to under play the indicators that support a major hurricane,"St Cloud, FL",02/11/2020 15:06,"['water', 'count', 'water', 'need', 'major', 'hurricane']",1,2,-1
774378000000000000, cajunnavyrelief cnr zeta hurricane chainsaws neighborshelpingneighbors teamworkmakesthedreamwork ifgrandmacanyoucantoo URL ,"Louisiana, USA",02/11/2020 15:05,['hurricane'],1,2,-1
1160120000000000000,many still waiting for electricity restoration after zeta URL ,LOCATION,02/11/2020 14:48,['waiting'],1,2,-1
838014000000000000,user_mention user_mention user_mention going on 5 days with no cableinternet user_mention did their job and got us power back win 2 days after zeta now its your turn we have to wfh and kids do online learning oh amp we have a little thing called the election coming up tomorrow,LOCATION,02/11/2020 14:36,"['power', 'online', 'coming']",1,2,-1
22638453,welcomed sight after over 100hours without power thanks to user_mention and user_mention for reaching out and checking in on us zeta URL ,"New Orleans, LA",02/11/2020 14:31,['power'],1,2,-1
14777626,were happy were able to lend a hand zeta hurricanerelief poweringthrutogether URL ,"Madison, WI / Cedar Rapids, IA",02/11/2020 14:23,['lend'],1,2,-1
829734000000000000,hurricane zeta was much worse than anticipated what changed to make this october storm so strong so fast URL ,LOCATION,02/11/2020 14:02,"['hurricane', 'make', 'storm', 'strong']",1,2,-3
538746879,shout out to the crews from user_mention in ottuma dubuque and a few other cities i cant remember from the trucks saw yall on i10 w in ms this morning we appreciate all the help getting on our feet after zeta stay safe,LOCATION,02/11/2020 13:52,"['city', 'remember', 'morning', 'help', 'stay', 'safe']",1,2,-1
461463388,ncdoi is here to help victims of zeta recover insurance commissioner mike causey encourages anyone affected by the storm to contact our team to assist you with any insurance related questions for more info on what to do after a storm visit URL ,"Raleigh, NC",02/11/2020 13:35,"['help', 'victim', 'recover', 'affected', 'storm', 'assist', 'storm']",1,2,-3
52412847,user_mention we lost power for 33 hours thursday morning due to zeta our little 2000 watt invertergenerator got us amp our backdoor neighbor thru running 2 refrigerators wife had power internet user_mention fiber amp youtubetv life same until grandkids came by upss on tv make fueling easier,"NE of Atlanta, GA",02/11/2020 13:23,"['lost', 'power', 'morning', 'running', 'power', 'life', 'make']",1,1,-1
21210607,the generator just came on again for its weekly test run psyke zeta ,Metairie,02/11/2020 13:16,['run'],1,1,-1
24128009,its cold and windy here but in the caribbean sea yet another rapidly intensifying hurricane zeta now has winds of 90 mph and additional strengthening is likely before landfall in nicaragua late tonight scwx ncwx URL ,"Myrtle Beach, SC",02/11/2020 13:16,"['another', 'hurricane', 'landfall', 'tonight']",1,1,-2
280076605,a special thank you to my followers amp saints fans for sticking with me in spite of my lack of twitter activity due to the loss of power at my place suburban nola near user_mention following the direct hit from hurricane zeta i appreciate all of your kind sentiments ,"Kenner, LA",02/11/2020 12:51,"['loss', 'power', 'following', 'hit', 'hurricane']",1,2,-4
915836551,want to help people who have been impacted by the recent hurricanes along the gulf coast the best way is through a monetary donation to a trusted organization money is flexible and doesnt require packaging or transport zeta learn more URL URL ,"Boston, MA",02/11/2020 12:15,"['want', 'help', 'people', 'impacted', 'hurricane', 'coast', 'donation']",1,2,-1
1096340000000000000,80 transformers damaged in hurricane zeta landfall URL hurricane zeta entergy transformer poweroutage user_mention URL ,LOCATION,02/11/2020 11:17,"['damaged', 'hurricane', 'landfall', 'hurricane']",1,2,-1
712767000000000000,hope it stays south zeta eta URL ,"St. Paul, MN USA",02/11/2020 11:12,['stay'],1,3,-1
969293274, zeta eta amp theta can we seriously can we think of more unoriginal greek names in succession,LOCATION,02/11/2020 10:41,['name'],1,3,-1
1496425015,still no internet but glad to know more and more people are getting there power restored zeta URL ,"Bullschitville,Alabama, USA",02/11/2020 09:04,"['people', 'power']",1,2,-1
4427565318,finally got our lights back today losing electricity for an extended amount of time has a way of putting things in perspective thankful zeta ,The South,02/11/2020 05:25,['time'],1,2,-3
9782772,it seems like zeta made our local weather forget how not to be windy at least our power came back up late this morning,Planet Georgia,02/11/2020 04:35,"['power', 'morning']",1,2,-1
118920288,icymi a zeta storm surge video from goldennugget casino parking garage in biloxi ms by user_mention URL ,"Biloxi, MS",02/11/2020 04:25,"['storm', 'video']",1,1,-2
29735558,2020 day 306 1101 as of 821pm i have electricity just the thought of a hot shower abstract digitalart crohns pareidolia likeifyoulikeit inspirationiseverywhere seedifferently stayhome blm blacklivesmatter resist myescape whatfrontdoor postzeta zeta URL ,"Bay St Louis, MS",02/11/2020 03:44,['thought'],1,3,-1
425599572,the roots on this tree are approx 56 ft tall have seen many large otherwise healthy trees taken out in seconds by zeta URL ,LOCATION,02/11/2020 03:42,"['large', 'second']",1,1,-1
218694222,roddyhonest thats all i do is watch x1 bored dont have to come into r0s space um so you guys what are we calling cloud_edit_roomzeta ,brockville ontario.,02/11/2020 03:33,['watch'],1,1,-2
28627724,hey my user_mention won the worldseries then zeta came through no power for three days then user_mention rolls over temple capped off by the user_mention ot win today eventful week to say the least but perfect sports wise blessed ,"New Orleans, LA",02/11/2020 02:55,['power'],1,2,-1
49636904,hoping that everyone got their power back on this weekend xoxo tropicalstorm zeta lingeringstorm ,"  Atlanta, Georgia  ",02/11/2020 02:51,['power'],1,2,-1
82210282,it ended with latoya cantrells administration issuing a followup statement saying officials would likely need backup power for only three polling sites on electionday and plans to provide and operate the equipment had been finalized nola zeta URL ,N orthE astW estS outh       ,02/11/2020 02:39,"['saying', 'official', 'need', 'power']",1,1,-1
8394312,i survived zeta it took user_mention 3 days of bouncing estimates but i got my power back on this afternoon fridge has been emptied chargers are recharging insurance claim tomorrow oh yeah car survived too whew,United States,02/11/2020 02:34,"['power', 'claim']",1,1,-2
737177821,totally forgot to post but i caught a power flash on video last monday with zeta going through the upstate of sc neat experience being far away from the coast and having ts conditions my 13min video kinda sucks so i wont post any of it URL ,"Greenville, South Carolina",02/11/2020 02:30,"['caught', 'power', 'flash', 'video', 'coast', 'video']",1,1,-2
423657117,between my mom zeta the power being out my period the things coming up this week and just like 2020 ive realized im tired i havent slept well my mind is heavy my heart is tired amp heavy i just want things to stop,"New Orleans, Louisiana",02/11/2020 02:13,"['power', 'coming', 'heart', 'want']",1,1,-2
1002240000000000000,if you dont think voting matters keep in mind we could have had grants to support us in ensuring our polling locations are operational as we get going after zeta and not we have no support from the sos to ensure our people have access to the polls without worry,"New Orleans, LA",02/11/2020 02:12,"['get', 'people']",1,2,-4
330635814,user_mention thank you for everything that your entire team has done for us after zeta passed through georgia my power only blinked but i know many were out for a while and what it takes to get everyone back on thankalineman thank you thank you thank you be safe,"Atlanta, Georgia",02/11/2020 01:19,"['entire', 'power', 'get', 'safe']",1,2,-1
2297890412,user_mention i havent been able to play dbd or watch my friends stream or watch scary movies zeta ,Louisiana,02/11/2020 00:51,"['watch', 'stream', 'watch', 'scary']",1,2,-4
3438575932,natural disaster mention thursday tropical storm warning for zeta resulting in massive power outages throughout the area today freeze warning welcome to north carolina,"Lewisville, NC",02/11/2020 00:31,"['disaster', 'storm', 'warning', 'massive', 'power', 'area', 'warning']",1,2,-2
318724086,user_mention user_mention make it happen user_mention needs some generators for 11 polling sites zeta electionday vote vote2020 URL ,"Long Island, NY",01/11/2020 23:10,"['make', 'need']",1,1,-1
38011388,user_mention user_mention our internet has been down since thursday it came on briefly today and is back down again i have 3 kids trying to do online school work any idea when it will be permanently fixed dunwoody zeta ,LOCATION,01/11/2020 23:08,['online'],1,1,-1
791459000000000000,5th night wno power in my biloxi neighborhood after hurricane zeta but we are thankful one of these couldve been my house like so many others top left is my neighbors yard and tonight flying into another potential hurricane eta in this 2020 season that will not end URL ,LOCATION,01/11/2020 23:03,"['power', 'hurricane', 'house', 'tonight', 'another', 'hurricane']",1,2,-1
2712158364,user_mention is preparing foodrelief for those who were affected by the storm zeta when disasters cause parts of the region to lose access to vitalaid amp foodsupply airdrops allows for fast relief over every community affected firstresponders URL ,"Toledo, Ohio",01/11/2020 22:55,"['affected', 'storm', 'disaster', 'relief', 'community', 'affected']",1,2,-2
843819000000000000,as many as 11 polling sites may be without power by tuesday nov 3 and the louisiana secretary of states office has refused to take responsibility for supplying needed generator power zeta vote vote2020 view press release URL URL ,"Louisiana, USA",01/11/2020 22:24,"['power', 'office', 'power', 'release']",1,2,-2
1290040000000000000,having no power wasnt so bad until today i miss football sunday zeta ,LOCATION,01/11/2020 22:22,['power'],1,2,-2
44823439, zeta came thru and took more than just my power she took my internet,"Atlanta, GA",01/11/2020 22:21,['power'],1,1,-1
144027457,user_mention debris pickup from zeta is fri nov 6 place major storm debris between the sidewalk amp street small branches amp yard waste can be placed curbside on your regular collection day dont block intersections sidewalks info URL URL ,"New Orleans, LA",01/11/2020 22:03,"['major', 'storm']",1,2,-2
473599792,new update on zeta no threat to the us through friday but maybe a category 2 at landfall in central america URL ,"Lynchburg, VA",01/11/2020 21:56,"['threat', 'category', 'landfall']",1,1,-3
20705745,thanks user_mention for getting our power on exactly 10 minutes before user_mention game kicks off zeta ,New Orleans,01/11/2020 21:25,['power'],1,2,-2
590074258,make sure to bundle up if traveling or going outside tonight and monday night also if you know anyone who is still without power due to hurricane zeta please pass this forecast information along to them as they will need to take precautions URL ,"Mobile, Alabama",01/11/2020 21:09,"['make', 'tonight', 'power', 'hurricane', 'please', 'need']",1,2,-1
316483613,user_mention focaccia night here in new orleans after finally getting power back 4 days after hurricane zeta ,"New Orleans, Louisiana",01/11/2020 21:05,"['power', 'hurricane']",1,1,-1
961919000000000000,storms aiden aka nina and exzeta 1800 utc in situ observations with 958 mb near aidens centre and 957 near exzetas left URL isobars and noaas model analysis right winds stronger than 50 kt in red zeta aiden stormaiden URL ,LOCATION,01/11/2020 20:42,['storm'],1,2,-1
369001302,user_mention hurricane zeta came right over the city wednesday evening i lost power at four on wednesday,LOCATION,01/11/2020 20:33,"['hurricane', 'city', 'lost', 'power']",1,1,-1
18338324,like a funnel facebook governmentorganization the noaa hurricane hunters posts facebook 25 2020 after an overnight flight to tropical storm zeta credit lt rannenberg noaa corps follow noaa nws national hurricane center for rating 49 392,Stateless,01/11/2020 20:29,"['hurricane', 'storm', 'hurricane']",1,2,-2
2848447604,ive been without power for 4 days due to zeta which gave me a lot of time to go thru my old things amp i found this 10th grd report card look my teachers did not have to read me for filth like this omg URL ,NOLA,01/11/2020 20:28,"['power', 'time', 'found', 'report']",1,2,-4
772652468,maybe i might finally get power restored todaytonight p zeta hurricanezeta URL ,New Orleans,01/11/2020 20:28,"['get', 'power']",1,1,-1
33561743,from user_mention fairhope pier owners we found your piers at fort morgan lots of sally and perhaps some zeta storm debris from mobile bay URL ,Alabama,01/11/2020 20:27,"['found', 'storm']",1,1,-2
965361000000000000,oh dog we just got power back hallelujah thank you to all the hardworking transmission distribution linemen amp engineers from around the country keeping americastrong this hurricane season user_mention user_mention powerup zeta grateful user_mention URL ,"Gulf Coast, USA",01/11/2020 19:57,"['power', 'hurricane']",1,2,-1
24961387,user_mention theyre probably dealing with zeta aftermath like i am in gulfport ms no powerwell water at my house yet,"Gulfport, MS",01/11/2020 19:14,"['dealing', 'aftermath', 'water', 'house']",1,2,-1
19756347,we really outchea debating if zeta was the first eye to pass over nola when some ppl still dont have power or tech services thanks user_mention one of the most important elections across the ballot takes place this week and oh yeah record setting rona numbers last week URL ,The Mardi Gras Mecca,01/11/2020 19:14,"['first', 'power', 'service', 'number']",1,2,-1
990722000000000000,finally have power and water back zeta ,"Biloxi, MS",01/11/2020 19:09,"['power', 'water']",1,2,-1
355539135,the aftermath of zeta remains even though the storm clouds have cleared our consumer services hotline will be open for business tomorrow at 800 am to answer calls from any georgia consumer with questions about storm damage gapol URL ,"Atlanta, Georgia",01/11/2020 19:05,"['aftermath', 'even', 'storm', 'service', 'hotline', 'storm', 'damage']",1,1,-2
4888780694,user_mention have the same flowers on patio did you get damage from zeta have had you amp mrs in prayers ,Dallas,01/11/2020 19:01,"['get', 'damage', 'prayer']",1,1,-1
253647780,i havent even seen an user_mention truck on my street in the 5 days since zeta please come our way strugglinginwestend URL ,"New Orleans, LA",01/11/2020 18:58,"['even', 'please']",1,2,-2
744560000000000000,user_mention i really wanted to hear you speak the other night but im still without power from zeta i got my ticket and everything ,"New Orleans, LA",01/11/2020 18:49,['power'],1,2,-1
2165820123,picture sometimes its easier to blame someone else for your mistakes and lack of preparation the damage here was more than i ever thought would happen zeta ,"Shelby County , Alabama",01/11/2020 18:43,"['someone', 'damage', 'thought']",1,1,-2
1150120000000000000,user_mention i am going to ride out to last island and wiskey ladd next weekend i am curious how it faired after zeta with all the new restoration its sad that i already know its going to be bad any news on last island did these last storms split into separate islands,"Wine Island, Louisiana ",01/11/2020 18:32,"['news', 'storm']",1,2,-4
146569971,have you lost power unopened full freezers will keep food safe for 48 hours during power outage 24 hours if halffull URL zeta URL ,"Atlanta, GA",01/11/2020 18:24,"['lost', 'power', 'safe', 'power']",1,2,-1
2402014698,we are proud to be part of a network of sister cooperatives that offer each other support during times of need four of our linemen are assisting user_mention with power restoration following hurricane zeta our thoughts are with everyone impacted by the storm dixiecoop zeta URL ,"Montgomery, Alabama",01/11/2020 18:22,"['time', 'need', 'power', 'following', 'hurricane', 'thought', 'impacted', 'storm']",1,2,-2
31367160,user_mention secretary of state in louisiana is refusing aid to power polls in new orleans due to massive power loss from zeta votersuppression ,New Orleans,01/11/2020 18:21,"['power', 'massive', 'power', 'loss']",1,1,-3
907382738,talked about climate change in north carolina in this user_mention piece filmed right as zeta remnants rolled into town last week URL ,"Raleigh, NC",01/11/2020 18:11,"['climate', 'change', 'town']",1,1,-1
18814688,finally got my photos developed theeyeofzeta last week made with pscamera wordswag hurricane zeta and existentialdread URL ,"New Orleans, LA",01/11/2020 18:08,"['photo', 'hurricane']",1,1,-1
1274750000000000000,votes in nola will be affected by zeta power outages amp suppressed by lack of help from sec of state URL ,"Washington, DC",01/11/2020 18:00,"['affected', 'power', 'help']",1,2,-2
1290130000000000000,adventures with days without power zeta URL ,"Childersburg, AL",01/11/2020 17:31,['power'],1,2,-1
241662115,user_mention so it took you until saturday to declare a state of emergency for the city after zeta thats downright unacceptable consider the damage done,Atlanta GA,01/11/2020 17:26,"['emergency', 'city', 'damage']",1,1,-2
338587131,silent no more just saw the beltway alive w trump2020 enthusiasm steady streams of chumpsfortrump flags flying high and proud despite rain frm zeta be embolden patriots we are winning and its not even close vote ,Not in PIT or NC unfortunately,01/11/2020 17:23,"['alive', 'stream', 'high', 'rain', 'even']",1,3,-2
1223079912,user_mention user_mention votersupression as many as 11 polling sites may be without power by tuesday nov 3 and the louisiana secretary of states office has refused to take responsibility for supplying needed generator power zeta vote vote2020 view press release URL ,"New Orleans, LA",01/11/2020 17:19,"['power', 'office', 'power', 'release']",1,1,-2
601151788,lights back on just in time to have a lovely samhain fire and burn the discarded remnants of zeta and the past year URL ,Brooklyn,01/11/2020 17:13,"['time', 'fire', 'year']",1,2,-2
41362181,cleaned the fridge amp freezer this morning along with pantry amp hurricane prep box started laundry amp going to grocery after lunch gonna do some catch up work this afternoon feeling some kind of normal finally that was no fun id like hurricane season to be over now zeta ,New Orleans. Duh.,01/11/2020 17:10,"['morning', 'hurricane', 'hurricane']",1,2,-1
1161700000000000000,user_mention i havent even seen a truck asplundh or georgia power wheres all the extra trucks we keep hearing about the tree is still blocking the road with wires all over ridiculous fail 7news 9news atltraffic georgiapower ashplundh zeta hurricane atlanta ,LOCATION,01/11/2020 16:33,"['even', 'power', 'hurricane']",1,2,-4
1285950000000000000,it just caught my attention how bad zeta was for jamaica whoa jeremiah 302324 the storm of yehovah URL ,LOCATION,01/11/2020 16:30,"['caught', 'storm']",1,2,-2
743100000000000000,we might have power sooner than expected cross your fingers hurricane zeta neworleans d4nola d4 tabletop gaming caf├® URL ,"New Orleans, LA",01/11/2020 16:30,"['power', 'cross', 'hurricane']",1,2,-2
1019610000000000000,im going to spend the month of november being thankful today im struggling to come up with something oh im thankful we have power thankfultweets zeta ,"Mississippi, USA",01/11/2020 16:25,['power'],1,2,-2
74056486,alabama power has cleared the power lines from the large tree on luttrell street oxford public works is now clearing the street user_mention zeta URL ,"Oxford, Alabama ",01/11/2020 16:21,"['power', 'power', 'large', 'public']",1,1,-1
